priority,score,business_name,niche,city,zone,rating,reviews_count,website_status,website_url,google_maps_url,phone,normalized_phone,instagram,email,contact_person,problem_detected,verification_notes,homepage_url,first_message,last_checked,source_url
A,13,Optica Garcia,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Optica%20Garcia%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,+522222478698,522222478698,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10650467740). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Optica Garcia. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10650467740
A,13,Optica Gufer,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Optica%20Gufer%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,+522222478080,522222478080,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10624066608). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Optica Gufer. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10624066608
A,13,Optilent,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Optilent%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,+522224086790,522224086790,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10048342757). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Optilent. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10048342757
A,13,Óptica Massari Cholula,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Massari%20Cholula%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,+522212236020,522212236020,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10281246916). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Óptica Massari Cholula. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10281246916
A,13,Óptica Simlares,Óptica premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Simlares%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,+522221782320,522221782320,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10281195233). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Óptica Simlares. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10281195233
A,13,Óptica Mañe,Óptica premium,Mérida,Mérida,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Ma%C3%B1e%20M%C3%A9rida%20M%C3%A9rida,9999244493,529999244493,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/4346735890). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Óptica Mañe. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/4346735890
B,12,Esqui crepas,Restaurante boutique,Huixquilucan,Huixquilucan,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Esqui%20crepas%20Huixquilucan%20Huixquilucan,5516972096,525516972096,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/9780291737). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Esqui crepas. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/9780291737
B,12,Tori Sushi,Restaurante boutique,Querétaro,Lomas del Marques,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Tori%20Sushi%20Quer%C3%A9taro%20Lomas%20del%20Marques,442 245 5874,524422455874,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/way/1315399901). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Tori Sushi. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/way/1315399901
B,12,Chef Silvano,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Chef%20Silvano%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,+52 818 338 1371,528183381371,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10738664512). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Chef Silvano. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10738664512
B,12,El Guayabi,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,,,Only social/profile link found,http://www.facebook.com/elguayabomty,https://www.google.com/maps/search/?api=1&query=El%20Guayabi%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,8125107257,528125107257,,,No público,"La fuente pública muestra solo red social/perfil, no sitio propio moderno.",Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/9321296817). Estado web: Only social/profile link found. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, El Guayabi. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/9321296817
B,12,Tortillas Españolas Tillos,Restaurante boutique,San Pedro Garza García,San Pedro Garza García,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Tortillas%20Espa%C3%B1olas%20Tillos%20San%20Pedro%20Garza%20Garc%C3%ADa%20San%20Pedro%20Garza%20Garc%C3%ADa,+528136011179,528136011179,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/7463779193). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Tortillas Españolas Tillos. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/7463779193
A,13,Terapias Orientales,Fisioterapia,Mérida,Mérida,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Terapias%20Orientales%20M%C3%A9rida%20M%C3%A9rida,9991914209,529991914209,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/13850807201). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Terapias Orientales. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/13850807201
A,13,Fisiointegrate Fisioterapia y Rehabilitación,Fisioterapia,Querétaro,Querétaro,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Fisiointegrate%20Fisioterapia%20y%20Rehabilitaci%C3%B3n%20Quer%C3%A9taro%20Quer%C3%A9taro,4427134198,524427134198,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10205832901). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Fisiointegrate Fisioterapia y Rehabilitación. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10205832901
A,13,KLEB,Fisioterapia,"cholula, puebla","cholula, puebla",,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=KLEB%20cholula%2C%20puebla%20cholula%2C%20puebla,+522221971107,522221971107,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10647062660). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, KLEB. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10647062660
B,12,Ar Centro De Rehabilitacion Ortepedia Y Deporte,Fisioterapia,Ciudad de México,Ciudad de México,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Ar%20Centro%20De%20Rehabilitacion%20Ortepedia%20Y%20Deporte%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,5536933739,525536933739,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12545518194). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Ar Centro De Rehabilitacion Ortepedia Y Deporte. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/12545518194
B,12,Fisio And Health,Fisioterapia,Ciudad de México,Ciudad de México,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Fisio%20And%20Health%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,5552928989,525552928989,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/12753125886). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Fisio And Health. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/12753125886
A,14,"Caamal, Caamal",Abogado migratorio,Mérida,Mérida,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Caamal%2C%20Caamal%20M%C3%A9rida%20M%C3%A9rida,(999) 925 8824,529999258824,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/5300181621). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Caamal, Caamal. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/5300181621
A,13,CyC Abogados,Abogado migratorio,Ciudad de México,Ciudad de México,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=CyC%20Abogados%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,5557634946,525557634946,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/4466376091). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, CyC Abogados. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/4466376091
A,13,Despacho Villalba Finanzas Integrales,Abogado migratorio,Ciudad de México,Ciudad de México,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Despacho%20Villalba%20Finanzas%20Integrales%20Ciudad%20de%20M%C3%A9xico%20Ciudad%20de%20M%C3%A9xico,5524193726,525524193726,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/9848472421). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Despacho Villalba Finanzas Integrales. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/9848472421
B,12,Nutrición Cholula San Pedro Cholula!,Nutrición premium,Cholula de Rivadavia,Cholula de Rivadavia,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=Nutrici%C3%B3n%20Cholula%20San%20Pedro%20Cholula%21%20Cholula%20de%20Rivadavia%20Cholula%20de%20Rivadavia,+522229609748,522229609748,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10573792793). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Nutrición Cholula San Pedro Cholula!. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10573792793
B,12,Nutrition Club House,Nutrición premium,Zapopan,Zapopan,,,Only social/profile link found,https://www.facebook.com/proteinclubprissyadrian,https://www.google.com/maps/search/?api=1&query=Nutrition%20Club%20House%20Zapopan%20Zapopan,+52-33-10704170,523310704170,,,No público,"La fuente pública muestra solo red social/perfil, no sitio propio moderno.",Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/10102085066). Estado web: Only social/profile link found. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Nutrition Club House. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/10102085066
A,13,Arkos Arquitectura,Arquitectura/interiorismo,Zapopan,Zapopan,,,Only social/profile link found,https://www.facebook.com/Arkos-Arquitectura-1489198988060107/,https://www.google.com/maps/search/?api=1&query=Arkos%20Arquitectura%20Zapopan%20Zapopan,+52-33-33618008,523333618008,,,No público,"La fuente pública muestra solo red social/perfil, no sitio propio moderno.",Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/6200124904). Estado web: Only social/profile link found. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, Arkos Arquitectura. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/6200124904
B,12,DIMAStudio Diseño y Arquitectura,Arquitectura/interiorismo,Guadalajara,Arcos Vallarta,,,No website found in public source,,https://www.google.com/maps/search/?api=1&query=DIMAStudio%20Dise%C3%B1o%20y%20Arquitectura%20Guadalajara%20Arcos%20Vallarta,3331564296,523331564296,,,No público,No se encontró sitio web oficial en la fuente pública consultada.,Fuente pública: OpenStreetMap (https://www.openstreetmap.org/node/11860363240). Estado web: No website found in public source. Teléfono público; WhatsApp pendiente de verificación manual. Revisar visualmente el negocio antes de enviar si hay duda.,https://nexo-local-studio-public.vercel.app,"Hola, DIMAStudio Diseño y Arquitectura. Vi que su negocio tiene presencia local y señales de reputación.

Soy Ruben, de Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Puedes ver nuestro trabajo aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve. Si prefieres no recibir más mensajes, dime baja.",2026-06-19,https://www.openstreetmap.org/node/11860363240
